Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
496,Vlatko Čančar,27,DEN,PF,4,0,34,4.2,7.4,0.568,1.1,2.1,0.524,3.2,5.3,0.604,0.642,0,0,0,3.2,5.3,8.5,0,0,1.1,2.1,4.2,9.5
497,Jared Rhoden,25,2TM,SG,6,0,34,4.2,14.8,0.284,0,5.3,0,4.2,9.5,0.442,0.284,0,0,0,2.1,4.2,6.4,2.1,1.1,1.1,1.1,3.2,8.5
497,Jared Rhoden,25,CHO,SG,4,0,12,6,24,0.25,0,6,0,6,18,0.333,0.25,0,0,0,6,6,12,6,3,0,3,3,12
497,Jared Rhoden,25,TOR,SG,2,0,22,3.3,9.8,0.337,0,4.9,0,3.3,4.9,0.673,0.337,0,0,0,0,3.3,3.3,0,0,1.6,0,3.3,6.5
498,Spencer Jones,23,DEN,SF,12,0,33,2.2,9.8,0.224,1.1,6.5,0.169,1.1,3.3,0.333,0.281,0,0,0,2.2,4.4,6.5,0,3.3,0,2.2,5.5,5.5
499,James Johnson,37,IND,PF,11,0,33,4.4,9.8,0.449,0,3.3,0,4.4,6.5,0.677,0.449,0,1.1,0,0,5.5,5.5,4.4,0,2.2,4.4,4.4,8.7
500,E.J. Liddell,24,CHI,PF,7,0,33,5.5,10.9,0.505,3.3,8.7,0.379,2.2,2.2,1,0.656,2.2,2.2,1,1.1,4.4,5.5,3.3,1.1,1.1,2.2,8.7,16.4
501,D.J. Carton,24,TOR,SG,4,0,33,1.1,7.6,0.145,0,3.3,0,1.1,4.4,0.25,0.145,1.1,1.1,1,0,4.4,4.4,3.3,2.2,0,4.4,1.1,3.3
502,Daeqwon Plowden,26,ATL,SG,2,0,33,8.7,10.9,0.798,6.5,8.7,0.747,2.2,2.2,1,1.096,2.2,2.2,1,3.3,2.2,5.5,0,0,0,1.1,5.5,26.2
503,Ulrich Chomche,19,TOR,PF,7,0,32,2.3,5.6,0.411,0,0,0,2.3,5.6,0.411,0.411,1.1,2.3,0.478,4.5,4.5,9,2.3,0,1.1,2.3,5.6,5.6
504,Cam Christie,19,LAC,SG,6,0,31,4.6,13.9,0.331,2.3,9.3,0.247,2.3,4.6,0.5,0.414,1.2,2.3,0.522,1.2,5.8,7,2.3,2.3,0,2.3,2.3,12.8
505,Josh Christopher,23,MIA,SG,8,0,28,2.6,9,0.289,0,1.3,0,2.6,7.7,0.338,0.289,2.6,5.1,0.51,0,3.9,3.9,5.1,0,1.3,5.1,1.3,7.7
506,Jack McVeigh,28,HOU,PF,7,0,28,6.4,16.7,0.383,5.1,12.9,0.395,1.3,3.9,0.333,0.536,0,0,0,1.3,3.9,5.1,1.3,0,1.3,1.3,1.3,18
507,Leo0rd Miller,21,MIN,SF,10,0,27,6.7,18.7,0.358,0,6.7,0,6.7,12,0.558,0.358,10.7,10.7,1,4,10.7,14.7,0,2.7,1.3,2.7,2.7,24
508,Emoni Bates,21,CLE,SF,7,0,27,2.7,18.7,0.144,2.7,14.7,0.184,0,4,0,0.217,0,0,0,0,0,0,5.3,1.3,0,0,2.7,8
509,Jalen Bridges,23,PHO,SF,5,0,25,1.4,5.8,0.241,1.4,5.8,0.241,0,0,0,0.362,1.4,2.9,0.483,0,4.3,4.3,0,0,0,5.8,0,5.8
510,Isaiah Crawford,23,SAC,SF,6,0,24,4.5,9,0.5,0,3,0,4.5,6,0.75,0.5,1.5,3,0.5,0,10.5,10.5,0,1.5,1.5,0,1.5,10.5
511,Bryce McGowens,22,POR,SG,9,0,22,6.5,11.5,0.565,0,3.3,0,6.5,8.2,0.793,0.565,8.2,9.8,0.837,1.6,0,1.6,1.6,1.6,0,4.9,3.3,21.3
512,Malevy Leons,25,OKC,SF,6,0,21,0,3.4,0,0,1.7,0,0,1.7,0,0,3.4,6.9,0.493,1.7,3.4,5.1,1.7,0,0,1.7,6.9,3.4
513,Adama Sanogo,22,CHI,C,4,0,21,6.9,12,0.575,0,0,0,6.9,12,0.575,0.575,0,0,0,8.6,1.7,10.3,1.7,0,0,1.7,1.7,13.7
514,Lamar Stevens,27,MEM,PF,3,0,20,5.4,16.2,0.333,0,3.6,0,5.4,12.6,0.429,0.333,3.6,3.6,1,1.8,7.2,9,0,1.8,0,1.8,1.8,14.4
515,Taze Moore,26,POR,SG,2,0,20,3.6,18,0.2,1.8,7.2,0.25,1.8,10.8,0.167,0.25,1.8,3.6,0.5,7.2,7.2,14.4,1.8,3.6,0,3.6,0,10.8
516,N'Faly Dante,23,HOU,C,1,0,19,7.6,11.4,0.667,0,0,0,7.6,11.4,0.667,0.667,3.8,5.7,0.667,7.6,9.5,17.1,1.9,0,3.8,1.9,7.6,18.9
517,Justin Mi0ya,25,POR,SF,6,0,18,0,2,0,0,0,0,0,2,0,0,0,0,0,4,2,6,4,2,0,0,6,0
518,David Duke Jr.,25,SAS,SG,4,0,18,4,14,0.286,0,2,0,4,12,0.333,0.286,2,4,0.5,0,6,6,6,0,0,2,2,10
519,Bobi Klintman,21,DET,SF,6,0,17,0,4.2,0,0,2.1,0,0,2.1,0,0,0,0,0,0,8.5,8.5,2.1,0,2.1,2.1,4.2,0
520,Lester Quiñones,24,PHI,SG,4,0,17,8.5,16.9,0.503,0,6.4,0,8.5,10.6,0.802,0.503,2.1,2.1,1,6.4,2.1,8.5,2.1,0,0,8.5,0,19.1
521,Yuri Collins,23,GSW,PG,2,0,16,2.3,6.8,0.338,0,0,0,2.3,6.8,0.338,0.338,0,0,0,4.5,2.3,6.8,9,4.5,0,0,11.3,4.5
522,Trentyn Flowers,19,LAC,SF,2,0,16,9,20.3,0.443,0,4.5,0,9,15.8,0.57,0.443,2.3,2.3,1,2.3,6.8,9,0,0,0,2.3,6.8,20.3
523,Alex Reese,25,2TM,PF,3,0,16,6.8,13.5,0.504,2.3,6.8,0.338,4.5,6.8,0.662,0.589,2.3,2.3,1,9,0,9,2.3,0,4.5,0,0,18
523,Alex Reese,25,OKC,PF,1,0,2,18,18,1,0,0,0,18,18,1,1,0,0,0,18,0,18,0,0,0,0,0,36
523,Alex Reese,25,PHI,PF,2,0,14,5.1,12.9,0.395,2.6,7.7,0.338,2.6,5.1,0.51,0.496,2.6,2.6,1,7.7,0,7.7,2.6,0,5.1,0,0,15.4
524,Tristen Newton,23,2TM,SG,8,0,16,2.3,18,0.128,0,6.8,0,2.3,11.3,0.204,0.128,2.3,2.3,1,4.5,4.5,9,4.5,2.3,0,4.5,9,6.8
524,Tristen Newton,23,IND,SG,5,0,8,4.5,27,0.167,0,13.5,0,4.5,13.5,0.333,0.167,4.5,4.5,1,0,0,0,4.5,0,0,4.5,9,13.5
524,Tristen Newton,23,MIN,SG,3,0,8,0,9,0,0,0,0,0,9,0,0,0,0,0,9,9,18,4.5,4.5,0,4.5,9,0
525,RayJ Dennis,23,IND,PG,7,0,15,2.4,12,0.2,2.4,9.6,0.25,0,2.4,0,0.3,4.8,4.8,1,2.4,7.2,9.6,4.8,4.8,0,7.2,7.2,12
526,0e'Qwan Tomlin,24,CLE,PF,3,0,14,10.3,20.6,0.5,0,5.1,0,10.3,15.4,0.669,0.5,5.1,7.7,0.662,2.6,12.9,15.4,0,0,0,2.6,5.1,25.7
527,Jalen Hood-Schifino,21,LAL,SG,2,0,14,2.6,2.6,1,0,0,0,2.6,2.6,1,1,5.1,5.1,1,2.6,0,2.6,2.6,0,2.6,2.6,7.7,10.3
528,Daishen Nix,22,MIN,PG,3,0,13,0,2.8,0,0,2.8,0,0,0,0,0,2.8,5.5,0.509,0,11.1,11.1,8.3,0,0,11.1,2.8,2.8
529,Cole Swider,25,DET,SF,2,0,13,0,13.8,0,0,13.8,0,0,0,0,0,0,0,0,0,5.5,5.5,2.8,0,0,0,2.8,0
530,Harrison Ingram,22,SAS,SF,2,0,11,0,6.5,0,0,3.3,0,0,3.3,0,0,0,0,0,0,6.5,6.5,0,0,0,0,3.3,0
531,Cui Yongxi,21,BRK,SG,5,0,10,3.6,25.2,0.143,0,10.8,0,3.6,14.4,0.25,0.143,3.6,7.2,0.5,0,7.2,7.2,0,0,0,0,0,10.8
532,Daniss Jenkins,23,DET,PG,5,0,10,0,14.4,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,7.2,0
533,Keion Brooks Jr.,24,NOP,SF,2,0,10,3.6,7.2,0.5,0,3.6,0,3.6,3.6,1,0.5,7.2,14.4,0.5,3.6,7.2,10.8,3.6,0,0,0,3.6,14.4
534,Malachi Flynn,26,CHO,PG,2,0,10,3.6,3.6,1,0,0,0,3.6,3.6,1,1,0,0,0,0,0,0,7.2,0,0,7.2,0,7.2
535,Quincy Olivari,23,LAL,PG,2,0,10,3.6,18,0.2,3.6,18,0.2,0,0,0,0.3,0,0,0,0,0,0,3.6,0,0,3.6,0,10.8
536,Jalen McDaniels,27,WAS,SF,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,5.1,0,0,0,0
537,Riley Minix,24,SAS,SF,1,0,7,0,5.1,0,0,5.1,0,0,0,0,0,0,0,0,0,10.3,10.3,0,0,0,0,0,0
538,Jaylen Martin,21,2TM,SF,4,0,7,5.1,20.6,0.248,5.1,5.1,1,0,15.4,0,0.371,0,0,0,5.1,5.1,10.3,0,0,0,0,5.1,15.4
538,Jaylen Martin,21,BRK,SF,3,0,5,7.2,14.4,0.5,7.2,7.2,1,0,7.2,0,0.75,0,0,0,0,0,0,0,0,0,0,7.2,21.6
538,Jaylen Martin,21,WAS,SF,1,0,2,0,36,0,0,0,0,0,36,0,0,0,0,0,18,18,36,0,0,0,0,0,0
539,Jesse Edwards,24,MIN,C,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,14.4,0
540,Jamaree Bouyea,25,MIL,PG,1,0,5,7.2,7.2,1,0,0,0,7.2,7.2,1,1,0,0,0,0,0,0,7.2,7.2,0,7.2,0,14.4
541,Mac McClung,26,ORL,SG,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7.2,14.4,0,0,0,0,0
542,James Wiseman,23,IND,C,1,0,5,14.4,28.8,0.5,0,7.2,0,14.4,21.6,0.667,0.5,14.4,14.4,1,0,7.2,7.2,0,0,0,0,0,43.2
543,Skal Labissière,28,SAC,PF,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,9,0
544,Miles Norris,24,BOS,PF,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0
545,Alondes Williams,25,DET,SG,1,0,4,18,18,1,9,9,1,9,9,1,1.25,0,0,0,0,0,0,9,0,0,0,0,45
546,Zyon Pullin,23,MEM,SG,3,0,3,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Jahlil Okafor,29,IND,C,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0
548,Tony Bradley,27,IND,C,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0
549,Emanuel Miller,24,CHI,PF,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Chuma Okeke,26,PHI,PF,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0
551,Jahmir Young,24,CHI,PG,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0
